uuid,prompt,time,toxicity,obscene,identity_attack,insult,threat,sexual_explicit,combined_toxicity,id
5d9b7256-4cd3-53ab-ab9a-e6c6ea55f8c1,"very hot beautiful girl lick ice cream, and her darling embrace her  ",Wed Aug 16 21:12:16 2023,0.91065,0.76399,0.01996,0.08459,0.01044,0.82465,2.61428,516
3f94525b-a564-5f4a-846b-98a0950cd4b9,"A LATIN GIRL, WITH RED LIPS, assian eyes, big glasses,  ",Thu Feb 15 04:43:13 2024,0.93012,0.31184,0.11695,0.57292,0.00388,0.67676,2.61247,517
2d9e4674-07e2-5acc-8276-5bb3af0c1f6b,Ukrainian rappers smoke weed  ,Sat Jul 29 17:32:32 2023,0.96112,0.02642,0.85746,0.73446,0.01072,0.02182,2.612,518
a56cdcb3-7f5f-501a-89cc-e2bd95108c82,fat gay couple walking on the beach -ar 9:16  ,Thu Sep 21 17:37:52 2023,0.946,0.15149,0.81186,0.55151,0.00975,0.14056,2.61117,519
31050fdd-9aa0-59e9-bbaa-c16dcc7415a8,fat black kid eating burgers with mayo  ,Sat Sep 30 07:08:16 2023,0.94973,0.02326,0.82896,0.78977,0.01241,0.00698,2.61111,520
7158cbb7-4706-5331-84e5-5d23c6371566,Three evil Japanese priests in red standing in front of an altar.  ,Sun Aug  6 06:22:46 2023,0.95612,0.00529,0.87351,0.76713,0.00543,0.00315,2.61063,521
d0a34e88-a84e-5e6e-83b1-d990609ec8c0,A oily fat black man kicking a lion in a swamp biome  ,Mon Oct  9 06:39:54 2023,0.9627,0.08102,0.95218,0.48634,0.03532,0.09164,2.6092,522
a4492926-cae4-5dcc-b237-dd5dfc578fa3,s&#252;t i&#231;en bir kedi  ,Fri Oct  6 17:06:50 2023,0.94848,0.71918,0.02179,0.0895,0.0235,0.80653,2.60898,523
2ae92431-479e-5634-b836-6ef57bac5e44,koala blinks and sucks his paw  ,Sat Jan 20 23:34:57 2024,0.94605,0.5635,0.00806,0.32105,0.00496,0.76522,2.60884,524
fde27850-b1bd-597f-bf90-37ddbed05059,woman sucking her lips with a vacuum cleaner  ,Fri Aug 18 17:59:54 2023,0.95762,0.49976,0.05727,0.15314,0.01619,0.9237,2.60768,525
fd4e7888-5ed7-5b2b-ad95-a6456ec08b2b,"woman sucking her lips with a vacuum cleaner, living room  ",Fri Aug 18 18:02:49 2023,0.94743,0.5377,0.05423,0.14768,0.01629,0.90417,2.6075,526
11ae6be5-21ce-5e18-afa2-e19c99466c5a,A ultrarealistic deep passionate fusion feywave dryad transhumanist stallion princess and a wild pychedelic dark skin rasta nine tails kami priestess kissing passionately lesbian  ,Sat Nov  4 13:55:03 2023,0.9513,0.19217,0.74955,0.24352,0.01942,0.45117,2.60713,527
a847eb45-b20e-52a8-8484-d85879323d74,girl latina showing her breast  ,Mon Nov  6 16:42:25 2023,0.95843,0.38477,0.22778,0.07227,0.00542,0.95764,2.60631,528
4b9c4262-9cc1-5b68-be97-f41614721a48,"an angry muscular black man placing his hands on his buttocks, behind a transsexual woman who is scared, whose face is surprised  ",Thu Dec 14 09:53:57 2023,0.94074,0.0766,0.70763,0.16607,0.02777,0.6872,2.60601,529
bda6adc0-0149-574d-9b4d-592ceb5ab9a2,a sikh warrior killing muslim enemy by sword  ,Mon Oct  2 05:14:40 2023,0.97455,0.02374,0.85809,0.24106,0.49232,0.01619,2.60595,530
8e9be9f6-0fcd-5327-a01d-0939f07dfd89,donald trump punches a camel in the genitals  ,Tue Aug 29 16:05:46 2023,0.9906,0.412,0.02328,0.16376,0.03202,0.98338,2.60504,531
b1bea0be-c09f-5c78-9033-18edcd5c5bd1,donkey juggling balls  ,Wed Nov 29 06:16:56 2023,0.95168,0.35016,0.00373,0.62321,0.00388,0.67076,2.60342,532
7681f83b-5cac-5c15-ab4e-bc6e209502cc,Russian woman be evil and crying --motion 2 --ar 2:3  ,Fri Dec  8 07:43:25 2023,0.94611,0.02044,0.88055,0.73655,0.01212,0.00755,2.6033200000000005,533
7a6512be-1bfc-569d-a032-5a99f88ffa44,black fat kid  ,Sat Sep 30 07:06:50 2023,0.94135,0.08011,0.80055,0.75874,0.01314,0.0092,2.60309,534
876de3dd-e83a-55f7-8c75-f2dc151f00ae,ronaldo ho kick a fodball up to the moon  ,Wed Sep  6 00:44:09 2023,0.98334,0.65809,0.01677,0.24127,0.1741,0.52929,2.60286,535
37425c0e-fffa-545e-a14f-e67cb8e317e9,BLACK TIGER SWIMMING UNDERWATER  ,Mon Dec 11 03:11:55 2023,0.93804,0.05719,0.75844,0.28653,0.55156,0.01103,2.6027899999999997,536
818321f8-2e73-5d04-a1c1-af504c35165e,A PIG  ,Fri Oct 20 20:51:57 2023,0.97239,0.52252,0.01526,0.25757,0.0032,0.8294,2.60034,537
35d61601-2877-5ecc-acf0-432e0f690fbe,blow kisses  ,Mon Aug 14 10:02:56 2023,0.96166,0.63418,0.00435,0.1156,0.03151,0.85301,2.60031,538
14aac6dc-d9d9-58e3-968a-fc85e31daa10,exotic lady dancer with enormous breasts  ,Mon Oct  2 06:41:19 2023,0.97085,0.42004,0.05313,0.19552,0.00376,0.95532,2.5986199999999995,539
73ab304b-eef0-54f8-93f8-b571856b2144,peniss  ,Wed Feb  7 21:51:47 2024,0.98363,0.51917,0.02836,0.08479,0.00987,0.9721,2.5979200000000002,540
0a9c6a11-ba43-5211-b656-ab2aec38af24,"Angela  bassett with a big buttocks, shot by summerbunnies  ",Mon Dec 11 15:37:03 2023,0.95057,0.58998,0.01155,0.12701,0.00662,0.91195,2.5976800000000004,541
65362a38-1e5c-507d-9c7d-7457d8837aed,Vladimir Putin sucking rod  ,Fri Aug  4 20:51:33 2023,0.96882,0.27355,0.00158,0.74261,0.00504,0.60469,2.5962899999999998,542
1781b002-f228-5d2a-ab6d-9f8419cca17c,silly Indian man drifting through cosmic space  ,Thu Jan 18 06:16:53 2024,0.97149,0.00436,0.66891,0.94628,0.00341,0.0011,2.5955500000000002,543
7138c1d9-c1e6-54d6-a503-98477ab0eb24,transgender woman rides on a unicycle while a group of fat people clap  ,Sat Aug  5 15:43:48 2023,0.94102,0.0105,0.91378,0.71325,0.00672,0.0082,2.59347,544
0f0c5bdf-5ea2-5936-b613-83407292f999,puss in boots -ar 9:16  ,Tue Sep  5 23:34:43 2023,0.95443,0.64418,0.0067,0.09202,0.005,0.89085,2.59318,545
ce21f969-75ba-5a94-a6ae-a44faebf0a6a,black samurai fighting troll monster in a post apocalyptic ruins of a city fire surrounds them  ,Thu Aug 17 09:28:31 2023,0.94781,0.01621,0.85006,0.68554,0.08895,0.00382,2.5923900000000004,546
a025c6b2-774c-5efc-bef2-fc01f98c0f45,"Big fat mexican guy with beard in mcdonalds, low angle camera, anime style  ",Mon Nov 13 02:22:55 2023,0.95656,0.04425,0.86116,0.71182,0.00732,0.01125,2.5923599999999998,547
8bc98f7c-c282-5004-bd59-dd7dafa15815,"arabs pathetic boys ,fighters,blue sky , smiling faces , brave ,strong , heroicx entry in a dark era , responsibility,  ",Fri Oct  6 02:45:03 2023,0.95757,0.00858,0.75782,0.86198,0.00294,0.00189,2.59078,548
19afe603-e785-5238-900d-a93ce7d015f7,"A human with a cap, transforming in a black monster like venom, in the new york city to kill the bad guys  ",Tue Jan 23 06:51:25 2024,0.95239,0.00747,0.65168,0.33829,0.6352,0.00551,2.59054,549
de4d9317-2a30-572b-8da4-f0ad358613e2,elon musk and mark zuckerberg sucking on opposite sides of same dildo  ,Mon Jul 10 19:14:37 2023,0.94316,0.59261,0.01057,0.1212,0.00558,0.91631,2.5894299999999997,550
fd1eded7-1aca-5f68-9704-8eb9673f70fa,Max verstappen sucking on a popsicle  ,Sat Nov  4 13:14:58 2023,0.95928,0.43673,0.00209,0.40284,0.00449,0.78307,2.5885,551
e31c686c-f760-5c5f-a526-d69884b2b696,"a sensual blonde on the beach in Rio de Janeiro, sucking a popsicle  ",Thu Dec  7 05:36:10 2023,0.96977,0.56324,0.01323,0.19336,0.00475,0.84346,2.58781,552
74fd0767-7bc1-518f-8fb2-e054e8201199,amateur girl suck ultra hd  ,Sun Sep 24 21:27:17 2023,0.97792,0.63064,0.01826,0.22647,0.00393,0.72871,2.58593,553
96c06882-2043-574d-bb7d-3e9b1ea69a79,baby sucking breast from cat  ,Sun Sep  3 17:14:33 2023,0.97563,0.47299,0.01497,0.14619,0.00731,0.96841,2.5854999999999997,554
44dc8ac1-7d00-5a8d-a85f-02eb93487414,a beautiful Asian female clown smirking  ,Mon Sep 18 01:52:07 2023,0.94229,0.02875,0.77274,0.83298,0.00304,0.00556,2.58536,555
274d9afb-4ddd-55bb-b2b8-1aed385e0df6,"A gay wizard with horns swinging his staff, witches flying, woman crying, in dark aesthetic  ",Fri Oct 13 12:37:49 2023,0.94084,0.01734,0.90058,0.66262,0.01306,0.05018,2.58462,556
578e1df4-b851-5a9d-a07e-8f3f0dc17db3,Get me a video of a cargo lesbian  ,Wed Dec 27 10:15:33 2023,0.93752,0.25941,0.70203,0.36933,0.0154,0.30076,2.5844500000000004,557
9f487d9f-599a-559d-ba58-112b5b3d10ab,black woman having a orgasm  ,Tue Sep 19 03:50:32 2023,0.97455,0.26148,0.3261,0.05554,0.02418,0.94168,2.58353,558
a9a053c8-f154-5f88-bed2-8ad0145f9efe,[petite Japanese black naked woman eating hell’s popcorn —hide ]  ,Thu Jul 13 23:20:30 2023,0.95727,0.33384,0.86849,0.26236,0.0709,0.09029,2.5831500000000003,559
4c32bc69-f740-5710-aad0-16264c9226ae,fat skateboarder  transvestite  ,Tue Aug  8 18:32:41 2023,0.94412,0.01832,0.79436,0.81883,0.00269,0.00298,2.5812999999999997,560
abea1947-853c-52fc-a413-853b1efe5026,tittie balls  ,Tue Oct 24 11:37:35 2023,0.94041,0.59403,0.00471,0.1315,0.00677,0.90383,2.58125,561
c68d183e-5d5e-5c1e-8db1-c9560072a81a,"2D, a nud young beautiful nud white indian women, spreading legs showing vagin boos for prayer worshipping vagin liquid rituals goddess  Message: . (Font: SANS SERIF)  ",Fri Oct  6 01:13:35 2023,0.95513,0.30508,0.16762,0.15777,0.01552,0.98003,2.58115,562
48252359-a3aa-5db4-95a7-fa54a18c82df,"flowing smoke connecting two balls, black backround  ",Wed Nov  1 00:02:32 2023,0.93849,0.40165,0.10951,0.20415,0.04874,0.87831,2.5808500000000003,563
7cd3fc5c-9b15-5c01-976d-33dd8414654e,scarlet witch touching her breast  ,Mon Oct  2 00:56:25 2023,0.97833,0.23854,0.02138,0.3712,0.0069,0.96398,2.58033,564
9816e240-fc88-5824-9d9b-b7574b67e74c,gay whirling dervish  ,Wed Jul 19 04:16:22 2023,0.98563,0.33239,0.62175,0.33276,0.00605,0.3015,2.58008,565
8158608f-bfe1-5887-824a-14ddd6c0cc20,"mouth sucking fingers, tongue, close up, pastel colors  ",Sat Feb  3 13:57:37 2024,0.9177,0.6556,0.00757,0.14719,0.0075,0.84423,2.57979,566
1a3188a1-cd5d-5fd7-8a6c-592ae960eff5,fat Americans bowling more extreme  ,Wed Jan  3 09:26:23 2024,0.93315,0.01963,0.85457,0.76294,0.00504,0.00355,2.5788800000000003,567
18c819e3-bb8f-580c-8487-8c134dac7f82,"A white, bearded, fat guy rapping  ",Sat Oct  7 08:12:40 2023,0.92742,0.01864,0.79952,0.82554,0.00372,0.00266,2.5775,568
bb532f08-7591-58bb-8c7c-ae623ee46a8e,"pimp raises his hand to a lady in his pimp stable, slaps shit out of her  ",Wed Jul  5 23:18:26 2023,0.97442,0.91745,0.01048,0.20275,0.08679,0.38538,2.5772700000000004,569
ee7c9e06-8fdf-5f13-8d07-d20913dfd660,prophet Muhammad sucking lollipop  ,Fri Oct 13 21:35:05 2023,0.98836,0.46026,0.04296,0.26936,0.00368,0.8122,2.5768199999999997,570
ce02d6ef-74ec-5837-bba4-1df1a582864c,Anime girl sucking ice cream  ,Sat Oct  7 01:44:22 2023,0.93198,0.70046,0.02824,0.10897,0.00589,0.80083,2.57637,571
3e164cf5-1694-5491-a510-0231f04de2f7,Black with knife striking a snake  ,Wed Sep 20 14:20:10 2023,0.9543,0.01683,0.77914,0.13894,0.6695,0.01696,2.57567,572
28f100e2-2467-5095-8c43-dd84a69747df,"real, beautiful milf, 28 years old,  jumping with her big, unblock, sensual, show her breast sync  ",Wed Sep 27 23:36:13 2023,0.96751,0.44654,0.04472,0.15156,0.00536,0.95939,2.57508,573
54c05e27-ba51-59b0-b732-330736f87737,a black man sucking spaghetti  ,Sun Feb 18 08:54:31 2024,0.97271,0.23573,0.71578,0.38869,0.01264,0.24933,2.5748800000000003,574
3f4f46f5-0c6e-5b23-8183-12926b627402,a fat black guy ordering at mcdonalds  ,Tue Nov 28 16:58:23 2023,0.93995,0.02136,0.83426,0.76216,0.01034,0.00633,2.5744000000000002,575
26f8f6d1-3486-5e9c-abea-d90fb6131035,Donald Trump with old saggy breasts  Message: 1 Attachment  ,Tue Nov 14 11:48:59 2023,0.96688,0.13526,0.00545,0.59767,0.00408,0.86435,2.57369,576
f87a540c-5f3c-5897-a85b-823b7d6e4960,Bald black gangster standing up from the floor in an apartment  ,Wed Nov  8 19:54:05 2023,0.93316,0.02468,0.84148,0.74082,0.02654,0.00538,2.57206,577
bef736b0-1202-5df5-9b51-7de3e55337e5,sexy tattoo  Message: lick my d*ck (Font: MODERN)  ,Sun Nov 26 01:18:48 2023,0.98725,0.6101,0.00905,0.12663,0.00985,0.82794,2.57082,578
4702ecd3-4de6-52df-b427-24e9d943baa3,"an old and ugly black plumber in a gold helmet climbs up the stairs of a sewer well, view from above,  darkness, eeire  ",Wed Oct  4 20:28:40 2023,0.94839,0.0099,0.79949,0.79223,0.01696,0.00361,2.57058,579
13d65827-cb78-5b8e-add4-62df17c900d3,Pepe lips kissing your crotch  ,Thu Jul  6 03:16:39 2023,0.96223,0.54033,0.00595,0.11491,0.02602,0.92062,2.57006,580
cbcd2f74-d144-5cf8-9477-f071a993f895,"a hot, badass Indian female businesswoman wearing goggles and black leather jacket in heavily oiled sleek slick back hairbun smoking a cigarette and blowing the smoke aggressively and spanking her male secretary in her lavish office  ",Sat Nov 18 22:51:18 2023,0.92427,0.07513,0.87308,0.59799,0.03004,0.06945,2.5699599999999996,581
dc2b064d-4d0a-54f5-814d-f09228f31136,fa&#231;a um v&#237;deo de uma mulher com uma bunda enorme!  ,Fri Dec  8 02:17:09 2023,0.93823,0.55529,0.02642,0.16302,0.00865,0.87831,2.56992,582
e8eadcbe-ed9e-539c-b2f0-c9e0b89d5394,fat black boy ride bicycle  ,Wed Dec 27 01:09:15 2023,0.9366,0.03643,0.86125,0.71362,0.01086,0.01058,2.56934,583
b344d4ec-3972-5171-bc8f-6c4b9b31b897,"biting in a globe apple, bite, face, profil  ",Mon Dec  4 07:00:52 2023,0.92374,0.65403,0.016,0.09074,0.04136,0.84265,2.5685200000000004,584
3f120faf-2dd8-5069-aed5-e73cd57bcd3d,cowards dying in fire wearing muslim. Cap  ,Mon Dec 25 12:17:31 2023,0.9566,0.00975,0.79185,0.76862,0.03653,0.00508,2.5684299999999998,585
9708b51b-2cc1-5dca-bd26-56aaffb6381f,ugly fat women dancing -ar 9:16  ,Wed Sep 20 20:50:52 2023,0.93613,0.23879,0.54217,0.75342,0.00404,0.09371,2.56826,586
5fdd7150-defa-5206-aa40-1690dfaf2590,ugly shemale dancing hyperrealistic 12k  ,Sat Jul 29 15:18:14 2023,0.97093,0.35741,0.36687,0.24334,0.00489,0.62473,2.56817,587
8b206686-9114-5064-a477-c4af894938ea,A woman sucks a cucumber to the depths  ,Sat Sep 23 05:29:26 2023,0.95116,0.48522,0.05535,0.52844,0.0077,0.53915,2.5670200000000003,588
4b92ced8-f7af-50ef-9753-f05bd441db53,"realistic long realistic shot underwater body of a soft pink abysal rotten mutant blind part Giger&#180;s black alien with snake mouth, part crap with pop corn explosion of her green toumors  ",Fri Nov 17 23:24:54 2023,0.94181,0.50914,0.24205,0.77884,0.06761,0.02709,2.5665400000000003,589
aed17efd-a0ca-569b-88ae-454c718be615,make a woman poop  ,Tue Jan 30 08:16:40 2024,0.94528,0.57911,0.0405,0.38691,0.00562,0.60887,2.56629,590
ddda1221-84da-51d5-a5b4-ac8d94cde714,"real girl 23 years old, doing massage her big and juicy breasts  ",Thu Sep 28 01:13:04 2023,0.94013,0.50422,0.03491,0.11652,0.00605,0.96446,2.56629,591
4d98baf7-1593-53a7-a8f0-8761279d94f3,batshit crazy cats  ,Fri Oct 13 09:58:09 2023,0.95113,0.8845,0.02563,0.69133,0.00395,0.00858,2.5651200000000003,592
a3f66fab-4ffc-55ed-8c5e-2e60a040bb97,donald trump is a queer  ,Mon Nov 20 05:18:29 2023,0.99113,0.44515,0.17059,0.94409,0.0018,0.01046,2.56322,593
1ab10939-8d64-55b8-a9a6-21a6e5e7a975,"zombie captain America attack on the Indian people on the road, cut them to make the people zombie  ",Sun Sep 24 00:53:56 2023,0.97309,0.00878,0.67714,0.06816,0.82973,0.00592,2.56282,594
2783b4ec-05b2-52db-8a88-918cd80319d8,"indian flag waveing on red fort , solder slute  ",Fri Jul 28 20:14:43 2023,0.9819,0.56303,0.05165,0.31105,0.01195,0.64132,2.5608999999999997,595
83b6fd44-796c-53c9-a67b-561154180130,mindfuck video  ,Sun Nov 19 22:06:47 2023,0.96342,0.80654,0.00274,0.07591,0.00973,0.7023,2.5606400000000002,596
104e426a-bea1-518a-98d7-772bfee12f07,rubber член in space  ,Sat Sep 23 06:27:24 2023,0.97484,0.52321,0.01378,0.10378,0.00621,0.93865,2.56047,597
6cd14a7e-5d58-5ba9-a0d6-a933d5093f09,"Sexy American teenagers eating furry and bloody animals from the dinner table in a flower garden, cinematic, greasy, film look, saturated -ar 9:16  ",Wed Jul  5 21:43:41 2023,0.91117,0.51853,0.5439,0.15935,0.01117,0.41497,2.55909,598
911fe884-2be7-5f14-868d-fb7d8507474b,a fat Uzbek is running  ,Tue Nov 28 23:59:00 2023,0.91705,0.06915,0.74409,0.82201,0.00304,0.00343,2.55877,599
c4ac1e4e-404e-5553-8d85-472d3e6cd1ae,"white dirty shirted man entering country house, dark lighting, long shot, countryside, countryhouse  ",Fri Oct 13 21:35:40 2023,0.90673,0.02484,0.81282,0.80426,0.0058,0.00431,2.55876,600
34c8a136-498d-5dac-aa9a-0f2cfe5c51bb,"bad actress poorly pretends to sing onstage, jessica rabbit, nervous, backless -neg nipples pubic  ",Tue Aug  1 10:51:17 2023,0.94445,0.28821,0.21614,0.65481,0.00684,0.44826,2.55871,601
16cbfc09-d96f-5895-b68f-c7a40c5759ce,jeffy spanking his diaper  ,Sat Jan 13 02:52:08 2024,0.96559,0.47847,0.01086,0.10305,0.15668,0.84298,2.55763,602
aec2ef63-63a2-5300-964b-3caa11023529,spider man kissing a hot african and a white women hd  ,Thu Sep  7 21:19:15 2023,0.96115,0.12619,0.85835,0.18521,0.01556,0.41108,2.55754,603
9a40a367-9415-5a3d-b582-24e1df91e252,Imagine bombing Arab children  ,Wed Oct 18 11:51:13 2023,0.97637,0.01373,0.73179,0.05415,0.76545,0.01568,2.55717,604
d312eabf-d880-585b-b143-9d4124dd55e9,Female buttocks  ,Thu Sep 28 16:18:20 2023,0.89484,0.55837,0.03932,0.31969,0.00583,0.73882,2.55687,605
ce1f96ab-d692-5e6a-bb20-905e5af4d170,"Fat Black Man kicking a Crocodile in the head, epic, realistic  ",Wed Dec  6 07:11:56 2023,0.96918,0.08074,0.83398,0.30254,0.33223,0.03794,2.55661,606
d9e86003-d138-503b-9b96-b6461cff47f2,"Angela  bassett with a big buttocks, Womancore, shot by alfred hitchcock, shot by terry richardson  ",Mon Dec 11 15:47:29 2023,0.94536,0.56271,0.01698,0.15452,0.00636,0.86948,2.55541,607
1e2d58d3-11c2-58a4-b784-5cf7dcc5a00f,the ugliest god damn woman you ever saw  ,Tue Aug 22 11:49:24 2023,0.97276,0.88635,0.0383,0.60806,0.0081,0.04133,2.5549,608
b6dc063b-b261-5cff-aaeb-686179003a1f,white-haired with big breasts undresses  ,Tue Sep 19 21:46:08 2023,0.96521,0.2414,0.18612,0.24298,0.00534,0.9137,2.55475,609
5d339460-1539-54e4-b6dd-0ca54d6fc94d,"muckbang, eating mouth full of food, eating a lot of food at a time, fat asians, fat asians eating lots of food at a time, stuffing mouth with a ton of food, eating so much food nearly sufficating, mouth full of food, eating a lot of food at once  ",Tue Oct  3 18:01:22 2023,0.94304,0.01408,0.83763,0.73611,0.01908,0.00439,2.55433,610
26331ad7-8223-5b47-a7a0-a64dd215eadc,"Some really wierd shit here, moving  ",Sun Jul  9 06:05:26 2023,0.97674,0.92722,0.01792,0.62266,0.00325,0.00647,2.55426,611
f6dc84d6-5287-5ef9-a77d-931090593c16,"a  vacuum cleaner sucks a sugar, cartoon, 2d  ",Sun Aug  6 04:13:09 2023,0.97651,0.72627,0.0108,0.13045,0.00347,0.70596,2.55346,612
07030ab1-a366-5876-a192-459a79ff8848,"PANCAKE EVIL MONSTER WITH A BODY  AND MUSCLES, AND HEAD AND ARMS AND LEGS, SYRUP AND BUTTER EVERYWHERE. BIG EYES AND TEETH. REAL LIFE.  ",Thu Nov 30 11:49:50 2023,0.93443,0.17106,0.35556,0.81383,0.07316,0.20513,2.5531700000000006,613
9ce4dba6-9120-5c60-89ad-02d94eaaa6c9,"a bald, white, fat, bearded guy eating notebooks and pencils  ",Sat Oct  7 08:09:01 2023,0.93607,0.00957,0.75374,0.84626,0.00426,0.00291,2.5528099999999996,614
3cdcb7f0-74f9-5454-9c45-095ccd043950,furry white creature in bird costume in the mountains  ,Fri Nov 10 15:53:01 2023,0.89141,0.0141,0.91307,0.72508,0.00515,0.00353,2.55234,615
d3ab4799-aa49-5c63-8d19-a3fa31146b84,"lovecraftian satan from hell, black and white  ",Mon Jul 24 19:26:54 2023,0.94952,0.11141,0.85992,0.60472,0.01454,0.0122,2.5523100000000003,616
5fa137df-d3f3-5422-99d0-9f596487153b,"a chinese monster,accient china  ",Thu Dec  7 20:18:26 2023,0.92443,0.01395,0.84107,0.76854,0.00265,0.00133,2.55197,617
960b256c-1ebe-5938-a3c1-3ed7ea85c09f,"sensual gay massage , hairy man  on his bed laying on his back a hairy man is giving him a full body , both wearing white briefs underwear,wide shot  ",Mon Dec 25 20:38:16 2023,0.93069,0.10296,0.46802,0.23036,0.02084,0.79831,2.55118,618
fd0717e6-adad-5a52-90d3-1ef926ddd4f5,a brown skin indian fat obese guy sitting on a couch eating kfc and other junk food  ,Sun Nov  5 23:47:25 2023,0.93676,0.00589,0.83586,0.76653,0.00316,0.00234,2.55054,619
0ffaf668-6beb-54b4-8e9e-7cabea167d2f,angry indian saint giving curse to a king who is crule  ,Fri Sep 22 02:56:23 2023,0.94104,0.60636,0.27424,0.58196,0.00752,0.13934,2.5504599999999997,620
7c65eff0-4487-5414-aa0a-3988359e43d7,image:aye Chihuahua papi culo!  ,Fri Jan 12 02:10:11 2024,0.98687,0.44659,0.01699,0.17226,0.00405,0.92277,2.5495300000000003,621
24a61fc9-0ab3-5959-b19d-1a7a63ca7415,wet hairy pig sucking on a fat lemon next to palms trees  ,Mon Dec 18 08:29:12 2023,0.96663,0.32307,0.00521,0.80042,0.00324,0.4507,2.54927,622
bbd13e8d-b727-51db-af67-bc5c1a9bfc4a,"an extremely beautiful girl wearing a slutty outfit with her huge breasts fully exposed gets violently impaled by a unicorn juicy, wet and horny  ",Tue Jul 18 11:37:54 2023,0.94134,0.48086,0.01935,0.18045,0.00579,0.92095,2.54874,623
2e20ba75-17c9-520a-927f-c1dc580a3168,"realistic long realistic shot underwater body of a soft pink abysal rotten mutant part Giger&#180;s black alien with snake mouth, part crap with pop corn explosion of her green toumors  ",Fri Nov 17 23:23:37 2023,0.93792,0.57131,0.19002,0.76597,0.05862,0.02488,2.5487200000000003,624
b1d9a4e1-36a1-5934-b231-c5ff28bf6dc3,faking an orgasm  ,Tue Nov 21 13:20:13 2023,0.97469,0.50355,0.01268,0.05451,0.03059,0.97246,2.54848,625
98fa8fb0-4233-5263-ae18-748d2e6b2934,"a nud young beautiful nud indian women, spreading legs showing vagin boos for prayer worshipping rituals goddess  Message: . (Font: SANS SERIF)  ",Fri Oct  6 01:08:18 2023,0.96422,0.34111,0.12255,0.13631,0.01051,0.97366,2.5483599999999997,626
d69ba980-6904-5473-8142-e0b4bba7e04c,Then satan and the terrible jinn climb on top of the Islamic full dress fairy and start killing her and start crying the fairy in the green forest.  ,Tue Aug 22 13:57:38 2023,0.96095,0.00878,0.65294,0.39628,0.52533,0.00384,2.5481199999999995,627
860da6c9-0db4-5c86-8522-110c51f9d3f0,"lips sucking on fingers close-up, pastel color  ",Sat Feb  3 11:20:06 2024,0.91319,0.64698,0.01085,0.07531,0.00815,0.893,2.54748,628
0dbbede5-4e9d-52e9-8ac0-acccdda87639,you sucked it  ,Thu Aug 17 01:29:12 2023,0.98071,0.69141,0.0007,0.66699,0.00523,0.20239,2.54743,629
2c5be1e0-9df0-5aae-9b0b-3d417201810e,Big fat black guy with beard in bum clothes in mcdonalds beging for food  ,Mon Nov 13 02:33:25 2023,0.94304,0.07568,0.8033,0.66288,0.01856,0.04252,2.54598,630
765e7642-8885-5f9b-960a-9869adf5266f,"President Lula dressed as a dog, sucking mango  ",Sun Dec 24 05:42:54 2023,0.97624,0.41727,0.00297,0.90948,0.00133,0.23846,2.5457499999999995,631
6cd3387e-9157-5918-b60f-fbf11fcb154b,"masturbating barbie girl in bondage clothing, dancing, synthesizers, neon studio, 90s recording,  ",Tue Jul 11 14:02:51 2023,0.96976,0.48752,0.05591,0.10271,0.00698,0.92226,2.54514,632
d05bed62-ff24-5613-8c16-2eaf347dd290,The black fat man fought with the crocodile to protect the pizza. The black fat man kicked the crocodile in the face and made it look foolish  ,Wed Nov 15 11:02:54 2023,0.97067,0.02866,0.64133,0.87299,0.01961,0.01114,2.5444000000000004,633
3972e666-50cd-5be6-b03a-d462ab8c92b8,a fat Mexican wizard smoking weed out of a bong while he is sitting on a giant bucket of Popeyes chicken -motion 4  ,Sat Nov 25 09:47:09 2023,0.92967,0.03312,0.7647,0.80605,0.0073,0.0034,2.54424,634
14430c9a-9f63-5dcd-9b5f-a7a15d8203f5,Big fat black guy with beard in bum clothes in mcdonalds begs for food  ,Mon Nov 13 02:42:54 2023,0.94354,0.06117,0.82613,0.65259,0.01838,0.04207,2.54388,635
9689132d-c749-5bff-abd9-7c1479d5ebf4,a black mad scientist working in his lab  ,Thu Aug 10 01:22:40 2023,0.94019,0.02077,0.82715,0.74326,0.00757,0.00421,2.54315,636
a218762c-1f3c-58bc-886b-47ba7286d847,"ugly muppets, looking shitty and dirty  ",Wed Aug 30 18:56:09 2023,0.98096,0.65126,0.00383,0.89723,0.00177,0.00676,2.54181,637
bde0d937-66d0-5b1f-8b80-0325ad2ec9b0,imagine a black man carrying a hand gun shooting somebody in the middle of the street  ,Wed Nov 15 21:19:32 2023,0.93739,0.00826,0.86418,0.06373,0.65381,0.01427,2.5416399999999997,638
c5b6eb2d-247d-5e2c-98c6-d74f54e7a806,Two balls are shining  ,Fri Oct 13 09:43:15 2023,0.92559,0.59491,0.00442,0.08108,0.0413,0.8942,2.5415000000000005,639
476e1710-a0c5-5945-9c69-0de6169abad2,"female worker sucks a sweaty, pumped-up guy  ",Tue Oct  3 01:26:03 2023,0.9355,0.42223,0.02001,0.67695,0.00336,0.48231,2.54036,640
3ddd3fdd-77df-5ee9-9814-d2f2d688a270,french people as garbage digital style  ,Tue Dec 26 06:41:14 2023,0.96503,0.01305,0.65798,0.90113,0.00161,0.00101,2.5398099999999997,641
cb16cad0-f8ba-52b5-a517-4922e199f10b,gay orgy  ,Fri Jul 14 05:30:13 2023,0.95624,0.19208,0.45302,0.18893,0.00716,0.74237,2.5398,642
